Date,Open,High,Low,Close,Adj Close,Volume,Days
2022-08-19,1.51,1.52,1.44,1.45,1.45,11469400,422
2022-08-22,1.43,1.43,1.36,1.36,1.36,8638000,423
2022-08-23,1.38,1.41,1.33,1.33,1.33,6891800,424
2022-08-24,1.35,1.4,1.33,1.35,1.35,9449900,425
2022-08-25,1.37,1.39,1.32,1.34,1.34,9732200,426
2022-08-26,1.33,1.37,1.26,1.27,1.27,10432500,427
2022-08-29,1.26,1.319,1.25,1.26,1.26,6999400,428
2022-08-30,1.29,1.31,1.23,1.27,1.27,7700300,429
2022-08-31,1.25,1.3,1.24,1.3,1.3,9950100,430
2022-09-01,1.27,1.27,1.2,1.25,1.25,8986100,431
2022-09-02,1.27,1.28,1.21,1.21,1.21,7275500,432
2022-09-06,1.21,1.26,1.2,1.23,1.23,6098800,433
2022-09-07,1.22,1.25,1.2,1.23,1.23,8400300,434
2022-09-08,1.22,1.24,1.2,1.22,1.22,10185900,435
2022-09-09,1.22,1.32,1.2,1.29,1.29,16759900,436
2022-09-12,1.3,1.33,1.26,1.28,1.28,8879800,437
2022-09-13,1.21,1.225,1.16,1.16,1.16,13590500,438
2022-09-14,1.17,1.18,1.09,1.1,1.1,15681900,439
2022-09-15,1.1,1.14,1.07,1.08,1.08,12270700,440
2022-09-16,1.06,1.06,0.98,0.99,0.99,29479700,441
2022-09-19,0.99,1,0.921,0.929,0.929,44995400,442
2022-09-20,0.918,1.01,0.91,0.961,0.961,43821900,443
2022-09-21,0.999,1,0.93,0.934,0.934,21275000,444
2022-09-22,0.93,0.959,0.883,0.891,0.891,22097400,445
2022-09-23,0.88,0.903,0.823,0.829,0.829,17121300,446
2022-09-26,0.826,0.945,0.818,0.875,0.875,19938700,447
2022-09-27,0.899,0.915,0.844,0.862,0.862,12547700,448
2022-09-28,0.87,0.979,0.85,0.95,0.95,27030400,449
2022-09-29,0.91,0.93,0.81,0.812,0.812,34335500,450
2022-09-30,0.802,0.839,0.717,0.734,0.734,40668700,451
2022-10-03,0.74,0.82,0.697,0.817,0.817,44484400,452
2022-10-04,0.841,0.89,0.822,0.869,0.869,23456600,453
2022-10-05,0.851,0.88,0.81,0.86,0.86,12912100,454
2022-10-06,0.86,0.9,0.832,0.848,0.848,12929400,455
2022-10-07,0.822,0.829,0.741,0.755,0.755,19145900,456
2022-10-10,0.77,0.79,0.72,0.771,0.771,12585500,457
2022-10-11,0.77,0.81,0.723,0.779,0.779,18625200,458
2022-10-12,0.785,0.8,0.75,0.791,0.791,18252900,459
2022-10-13,0.751,0.77,0.71,0.726,0.726,34870100,460
2022-10-14,0.73,0.75,0.683,0.69,0.69,20746900,461
2022-10-17,0.71,0.763,0.7,0.759,0.759,27161400,462
2022-10-18,0.778,0.8,0.723,0.759,0.759,16176000,463
2022-10-19,0.759,0.781,0.735,0.753,0.753,11370300,464
2022-10-20,0.753,0.796,0.721,0.726,0.726,15857300,465
2022-10-21,0.729,0.77,0.71,0.766,0.766,13631000,466
2022-10-24,0.75,0.759,0.69,0.738,0.738,14857300,467
2022-10-25,0.729,0.82,0.729,0.767,0.767,23041500,468
2022-10-26,0.788,0.82,0.754,0.77,0.77,13052100,469
2022-10-27,0.781,0.784,0.735,0.741,0.741,16589000,470
2022-10-28,0.741,0.77,0.714,0.722,0.722,24294900,471
2022-10-31,0.72,0.798,0.715,0.783,0.783,19270300,472
2022-11-01,0.8,0.839,0.758,0.763,0.763,15232800,473
2022-11-02,0.758,0.775,0.702,0.702,0.702,18422600,474
2022-11-03,0.702,0.738,0.69,0.694,0.694,15770300,475
2022-11-04,0.704,0.72,0.666,0.687,0.687,18872500,476
2022-11-07,0.7,0.709,0.656,0.663,0.663,14430800,477
2022-11-08,0.66,0.691,0.64,0.683,0.683,13474900,478
2022-11-09,0.67,0.68,0.626,0.629,0.629,12947800,479
2022-11-10,0.69,0.775,0.64,0.725,0.725,33599500,480
2022-11-11,0.73,0.857,0.71,0.827,0.827,26607800,481
2022-11-14,0.822,0.822,0.77,0.772,0.772,16889500,482
2022-11-15,0.824,0.86,0.794,0.802,0.802,21636200,483
2022-11-16,0.77,0.82,0.74,0.746,0.746,16088800,484
2022-11-17,0.71,0.749,0.7,0.722,0.722,20212000,485
2022-11-18,0.741,0.749,0.67,0.672,0.672,25996300,486
2022-11-21,0.663,0.697,0.656,0.691,0.691,19080000,487
2022-11-22,0.68,0.696,0.665,0.68,0.68,19023700,488
2022-11-23,0.695,0.73,0.67,0.697,0.697,18465000,489
2022-11-25,0.688,0.719,0.679,0.68,0.68,7221700,490
2022-11-28,0.684,0.69,0.643,0.647,0.647,14633300,491
2022-11-29,0.657,0.695,0.651,0.658,0.658,19790600,492
2022-11-30,0.664,0.745,0.654,0.734,0.734,25261600,493
2022-12-01,0.715,0.747,0.705,0.711,0.711,24546200,494
2022-12-02,0.684,0.768,0.68,0.756,0.756,27940200,495
2022-12-05,0.769,0.78,0.705,0.708,0.708,23033700,496
2022-12-06,0.72,0.728,0.63,0.636,0.636,26625400,497
2022-12-07,0.644,0.647,0.603,0.617,0.617,22304100,498
2022-12-08,0.623,0.674,0.607,0.64,0.64,14320900,499
2022-12-09,0.637,0.655,0.613,0.616,0.616,14257500,500
2022-12-12,0.624,0.64,0.607,0.629,0.629,15024200,501
2022-12-13,0.665,0.688,0.621,0.631,0.631,16801400,502
2022-12-14,0.626,0.651,0.611,0.638,0.638,17371900,503
2022-12-15,0.615,0.63,0.593,0.612,0.612,16850400,504
2022-12-16,0.602,0.618,0.57,0.57,0.57,32588400,505
2022-12-19,0.6,0.602,0.509,0.522,0.522,23220600,506
2022-12-20,0.51,0.52,0.488,0.501,0.501,26628600,507
2022-12-21,0.508,0.53,0.502,0.517,0.517,29494900,508
2022-12-22,0.51,0.519,0.465,0.477,0.477,18951700,509
2022-12-23,0.471,0.485,0.452,0.476,0.476,16367000,510
2022-12-27,0.466,0.476,0.445,0.446,0.446,18551400,511
2022-12-28,0.459,0.47,0.435,0.439,0.439,15534800,512
2022-12-29,0.441,0.5,0.44,0.473,0.473,23100500,513
2022-12-30,0.461,0.5,0.45,0.488,0.488,23911000,514
2023-01-03,0.485,0.516,0.47,0.49,0.49,18998100,515
2023-01-04,0.501,0.525,0.48,0.518,0.518,19603000,516
2023-01-05,0.505,0.52,0.474,0.504,0.504,17058400,517
2023-01-06,0.504,0.52,0.462,0.514,0.514,22529300,518
2023-01-09,0.52,0.569,0.506,0.513,0.513,21548600,519
2023-01-10,0.528,0.56,0.49,0.554,0.554,22517300,520
2023-01-11,0.559,0.604,0.55,0.591,0.591,20533000,521
2023-01-12,0.609,0.64,0.58,0.638,0.638,24534500,522
2023-01-13,0.619,0.705,0.615,0.65,0.65,22419900,523
2023-01-17,0.65,0.722,0.624,0.658,0.658,22378900,524
2023-01-18,0.66,0.719,0.624,0.624,0.624,19340100,525
2023-01-19,0.61,0.63,0.58,0.598,0.598,13936700,526
2023-01-20,0.609,0.644,0.591,0.623,0.623,13206400,527
2023-01-23,0.638,0.679,0.632,0.67,0.67,16889900,528
2023-01-24,0.666,0.679,0.603,0.609,0.609,16462200,529
2023-01-25,0.609,0.61,0.57,0.605,0.605,12684500,530
2023-01-26,0.62,0.64,0.593,0.635,0.635,14973500,531
2023-01-27,0.615,0.697,0.615,0.684,0.684,22042100,532
2023-01-30,0.67,0.672,0.635,0.64,0.64,11142700,533
2023-01-31,0.643,0.699,0.64,0.688,0.688,24651600,534
2023-02-01,0.69,0.732,0.662,0.715,0.715,21709500,535
2023-02-02,0.74,0.806,0.736,0.78,0.78,30604700,536
2023-02-03,0.752,0.81,0.735,0.748,0.748,20197700,537
2023-02-06,0.75,0.762,0.712,0.736,0.736,19329400,538
2023-02-07,0.738,0.739,0.695,0.711,0.711,18626700,539
2023-02-08,0.704,0.72,0.671,0.68,0.68,20580500,540
2023-02-09,0.705,0.713,0.636,0.641,0.641,18970000,541
2023-02-10,0.635,0.645,0.611,0.64,0.64,21805200,542
