Date,Open,High,Low,Close,Adj Close,Volume
2022-07-01,1.590000,1.690000,1.590000,1.630000,1.630000,8057100
2022-07-05,1.600000,1.790000,1.570000,1.760000,1.760000,13533300
2022-07-06,1.740000,1.810000,1.600000,1.630000,1.630000,13563000
2022-07-07,1.640000,1.720000,1.600000,1.700000,1.700000,12860700
2022-07-08,1.670000,1.705000,1.600000,1.630000,1.630000,9360100
2022-07-11,1.620000,1.625000,1.480000,1.480000,1.480000,12690600
2022-07-12,1.480000,1.540000,1.420000,1.490000,1.490000,10154500
2022-07-13,1.460000,1.530000,1.430000,1.510000,1.510000,7778700
2022-07-14,1.480000,1.520000,1.450000,1.480000,1.480000,6480700
2022-07-15,1.510000,1.540000,1.440000,1.490000,1.490000,8081300
2022-07-18,1.510000,1.640000,1.500000,1.530000,1.530000,11332400
2022-07-19,1.540000,1.620000,1.530000,1.590000,1.590000,7343600
2022-07-20,1.610000,1.730000,1.600000,1.690000,1.690000,11209400
2022-07-21,1.670000,1.720000,1.640000,1.710000,1.710000,7466800
2022-07-22,1.690000,1.720000,1.530000,1.570000,1.570000,7741100
2022-07-25,1.550000,1.560000,1.500000,1.510000,1.510000,5681100
2022-07-26,1.500000,1.510000,1.380000,1.380000,1.380000,8909900
2022-07-27,1.430000,1.435000,1.370000,1.420000,1.420000,8655000
2022-07-28,1.400000,1.470000,1.350000,1.420000,1.420000,8936100
2022-07-29,1.410000,1.500000,1.370000,1.500000,1.500000,13660000
2022-08-01,1.485000,1.550000,1.440000,1.540000,1.540000,10989300
2022-08-02,1.500000,1.650000,1.500000,1.600000,1.600000,9257100
2022-08-03,1.620000,1.740000,1.610000,1.720000,1.720000,12374000
2022-08-04,1.710000,1.790000,1.690000,1.740000,1.740000,10108900
2022-08-05,1.670000,1.840000,1.630000,1.790000,1.790000,9230700
2022-08-08,1.810000,1.920000,1.760000,1.850000,1.850000,17027000
2022-08-09,1.790000,1.815000,1.650000,1.680000,1.680000,11231100
2022-08-10,1.720000,1.760000,1.660000,1.700000,1.700000,9929200
2022-08-11,1.760000,1.870000,1.640000,1.660000,1.660000,17635900
2022-08-12,1.690000,1.720000,1.620000,1.690000,1.690000,10957400
2022-08-15,1.670000,1.730000,1.650000,1.660000,1.660000,11192100
2022-08-16,1.645000,1.785000,1.560000,1.770000,1.770000,25451100
2022-08-17,1.730000,1.740000,1.580000,1.590000,1.590000,16231400
2022-08-18,1.580000,1.605000,1.510000,1.540000,1.540000,8789900
2022-08-19,1.510000,1.520000,1.440000,1.450000,1.450000,11469400
2022-08-22,1.430000,1.430000,1.360000,1.360000,1.360000,8638000
2022-08-23,1.380000,1.410000,1.330000,1.330000,1.330000,6891800
2022-08-24,1.350000,1.400000,1.330000,1.350000,1.350000,9449900
2022-08-25,1.370000,1.390000,1.320000,1.340000,1.340000,9732200
2022-08-26,1.330000,1.370000,1.260000,1.270000,1.270000,10432500
2022-08-29,1.260000,1.319000,1.250000,1.260000,1.260000,6999400
2022-08-30,1.290000,1.310000,1.230000,1.270000,1.270000,7700300
2022-08-31,1.250000,1.300000,1.240000,1.300000,1.300000,9950100
2022-09-01,1.270000,1.270000,1.200000,1.250000,1.250000,8986100
2022-09-02,1.270000,1.280000,1.210000,1.210000,1.210000,7275500
2022-09-06,1.210000,1.260000,1.200000,1.230000,1.230000,6098800
2022-09-07,1.220000,1.250000,1.200000,1.230000,1.230000,8400300
2022-09-08,1.220000,1.240000,1.200000,1.220000,1.220000,10185900
2022-09-09,1.220000,1.320000,1.200000,1.290000,1.290000,16759900
2022-09-12,1.300000,1.330000,1.260000,1.280000,1.280000,8879800
2022-09-13,1.210000,1.225000,1.160000,1.160000,1.160000,13590500
2022-09-14,1.170000,1.180000,1.090000,1.100000,1.100000,15681900
2022-09-15,1.100000,1.140000,1.070000,1.080000,1.080000,12270700
2022-09-16,1.060000,1.060000,0.980000,0.990000,0.990000,29479700
2022-09-19,0.990000,1.000000,0.921000,0.929000,0.929000,44995400
2022-09-20,0.918000,1.010000,0.910000,0.961000,0.961000,43821900
2022-09-21,0.999000,1.000000,0.930000,0.934000,0.934000,21275000
2022-09-22,0.930000,0.959000,0.883000,0.891000,0.891000,22097400
2022-09-23,0.880000,0.903000,0.823000,0.829000,0.829000,17121300
2022-09-26,0.826000,0.945000,0.818000,0.875000,0.875000,19938700
2022-09-27,0.899000,0.915000,0.844000,0.862000,0.862000,12547700
2022-09-28,0.870000,0.979000,0.850000,0.950000,0.950000,27030400
2022-09-29,0.910000,0.930000,0.810000,0.812000,0.812000,34335500
2022-09-30,0.802000,0.839000,0.717000,0.734000,0.734000,40668700
2022-10-03,0.740000,0.820000,0.697000,0.817000,0.817000,44484400
2022-10-04,0.841000,0.890000,0.822000,0.869000,0.869000,23456600
2022-10-05,0.851000,0.880000,0.810000,0.860000,0.860000,12912100
2022-10-06,0.860000,0.900000,0.832000,0.848000,0.848000,12929400
2022-10-07,0.822000,0.829000,0.741000,0.755000,0.755000,19145900
2022-10-10,0.770000,0.790000,0.720000,0.771000,0.771000,12585500
2022-10-11,0.770000,0.810000,0.723000,0.779000,0.779000,18625200
2022-10-12,0.785000,0.800000,0.750000,0.791000,0.791000,18252900
2022-10-13,0.751000,0.770000,0.710000,0.726000,0.726000,34870100
2022-10-14,0.730000,0.750000,0.683000,0.690000,0.690000,20746900
2022-10-17,0.710000,0.763000,0.700000,0.759000,0.759000,27161400
2022-10-18,0.778000,0.800000,0.723000,0.759000,0.759000,16176000
2022-10-19,0.759000,0.781000,0.735000,0.753000,0.753000,11370300
2022-10-20,0.753000,0.796000,0.721000,0.726000,0.726000,15857300
2022-10-21,0.729000,0.770000,0.710000,0.766000,0.766000,13631000
2022-10-24,0.750000,0.759000,0.690000,0.738000,0.738000,14857300
2022-10-25,0.729000,0.820000,0.729000,0.767000,0.767000,23041500
2022-10-26,0.788000,0.820000,0.754000,0.770000,0.770000,13052100
2022-10-27,0.781000,0.784000,0.735000,0.741000,0.741000,16589000
2022-10-28,0.741000,0.770000,0.714000,0.722000,0.722000,24294900
2022-10-31,0.720000,0.798000,0.715000,0.783000,0.783000,19270300
2022-11-01,0.800000,0.839000,0.758000,0.763000,0.763000,15232800
2022-11-02,0.758000,0.775000,0.702000,0.702000,0.702000,18422600
2022-11-03,0.702000,0.738000,0.690000,0.694000,0.694000,15770300
2022-11-04,0.704000,0.720000,0.666000,0.687000,0.687000,18872500
2022-11-07,0.700000,0.709000,0.656000,0.663000,0.663000,14430800
2022-11-08,0.660000,0.691000,0.640000,0.683000,0.683000,13474900
2022-11-09,0.670000,0.680000,0.626000,0.629000,0.629000,12947800
2022-11-10,0.690000,0.775000,0.640000,0.725000,0.725000,33599500
2022-11-11,0.730000,0.857000,0.710000,0.827000,0.827000,26607800
2022-11-14,0.822000,0.822000,0.770000,0.772000,0.772000,16889500
2022-11-15,0.824000,0.860000,0.794000,0.802000,0.802000,21636200
2022-11-16,0.770000,0.820000,0.740000,0.746000,0.746000,16088800
2022-11-17,0.710000,0.749000,0.700000,0.722000,0.722000,20212000
2022-11-18,0.741000,0.749000,0.670000,0.672000,0.672000,25996300
2022-11-21,0.663000,0.697000,0.656000,0.691000,0.691000,19080000
2022-11-22,0.680000,0.696000,0.665000,0.680000,0.680000,19023700
2022-11-23,0.695000,0.730000,0.670000,0.697000,0.697000,18465000
2022-11-25,0.688000,0.719000,0.679000,0.680000,0.680000,7221700
2022-11-28,0.684000,0.690000,0.643000,0.647000,0.647000,14633300
2022-11-29,0.657000,0.695000,0.651000,0.658000,0.658000,19790600
2022-11-30,0.664000,0.745000,0.654000,0.734000,0.734000,25261600
2022-12-01,0.715000,0.747000,0.705000,0.711000,0.711000,24546200
2022-12-02,0.684000,0.768000,0.680000,0.756000,0.756000,27940200
2022-12-05,0.769000,0.780000,0.705000,0.708000,0.708000,23033700
2022-12-06,0.720000,0.728000,0.630000,0.636000,0.636000,26625400
2022-12-07,0.644000,0.647000,0.603000,0.617000,0.617000,22304100
2022-12-08,0.623000,0.674000,0.607000,0.640000,0.640000,14320900
2022-12-09,0.637000,0.655000,0.613000,0.616000,0.616000,14257500
2022-12-12,0.624000,0.640000,0.607000,0.629000,0.629000,15024200
2022-12-13,0.665000,0.688000,0.621000,0.631000,0.631000,16801400
2022-12-14,0.626000,0.651000,0.611000,0.638000,0.638000,17371900
2022-12-15,0.615000,0.630000,0.593000,0.612000,0.612000,16850400
2022-12-16,0.602000,0.618000,0.570000,0.570000,0.570000,32588400
2022-12-19,0.600000,0.602000,0.509000,0.522000,0.522000,23220600
2022-12-20,0.510000,0.520000,0.488000,0.501000,0.501000,26628600
2022-12-21,0.508000,0.530000,0.502000,0.517000,0.517000,29494900
2022-12-22,0.510000,0.519000,0.465000,0.477000,0.477000,18951700
2022-12-23,0.471000,0.485000,0.452000,0.476000,0.476000,16367000
2022-12-27,0.466000,0.476000,0.445000,0.446000,0.446000,18551400
2022-12-28,0.459000,0.470000,0.435000,0.439000,0.439000,15534800
2022-12-29,0.441000,0.500000,0.440000,0.473000,0.473000,23100500
2022-12-30,0.461000,0.500000,0.450000,0.488000,0.488000,23911000
2023-01-03,0.485000,0.516000,0.470000,0.490000,0.490000,18998100
2023-01-04,0.501000,0.525000,0.480000,0.518000,0.518000,19603000
2023-01-05,0.505000,0.520000,0.474000,0.504000,0.504000,17058400
2023-01-06,0.504000,0.520000,0.462000,0.514000,0.514000,22529300
2023-01-09,0.520000,0.569000,0.506000,0.513000,0.513000,21548600
2023-01-10,0.528000,0.560000,0.490000,0.554000,0.554000,22517300
2023-01-11,0.559000,0.604000,0.550000,0.591000,0.591000,20533000
2023-01-12,0.609000,0.640000,0.580000,0.638000,0.638000,24534500
2023-01-13,0.619000,0.705000,0.615000,0.650000,0.650000,22419900
2023-01-17,0.650000,0.722000,0.624000,0.658000,0.658000,22378900
2023-01-18,0.660000,0.719000,0.624000,0.624000,0.624000,19340100
2023-01-19,0.610000,0.630000,0.580000,0.598000,0.598000,13936700
2023-01-20,0.609000,0.644000,0.591000,0.623000,0.623000,13206400
2023-01-23,0.638000,0.679000,0.632000,0.670000,0.670000,16889900
2023-01-24,0.666000,0.679000,0.603000,0.609000,0.609000,16462200
2023-01-25,0.609000,0.610000,0.570000,0.605000,0.605000,12684500
2023-01-26,0.620000,0.640000,0.593000,0.635000,0.635000,14973500
2023-01-27,0.615000,0.697000,0.615000,0.684000,0.684000,22042100
2023-01-30,0.670000,0.672000,0.635000,0.640000,0.640000,11142700
2023-01-31,0.643000,0.699000,0.640000,0.688000,0.688000,24651600
2023-02-01,0.690000,0.732000,0.662000,0.715000,0.715000,21709500
2023-02-02,0.740000,0.806000,0.736000,0.780000,0.780000,30604700
2023-02-03,0.752000,0.810000,0.735000,0.748000,0.748000,20197700
2023-02-06,0.750000,0.762000,0.712000,0.736000,0.736000,19329400
2023-02-07,0.738000,0.739000,0.695000,0.711000,0.711000,18626700
2023-02-08,0.704000,0.720000,0.671000,0.680000,0.680000,20580500
2023-02-09,0.705000,0.713000,0.636000,0.641000,0.641000,18970000
2023-02-10,0.635000,0.645000,0.611000,0.640000,0.640000,21805200
